"HITID","Lat","Long","ImageUrl","Worker","Answer","Date"
"33P2GD6NRNS4OMYH325KJEW5PMIKHB","40.6501509639","-75.0827639476","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6501509639,-75.0827639476&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 07:39:40 UTC 2014"
"3TL87MO8CMPVUWPTTCTLVTX7Y7BFLC","40.6306073902","-75.1060634247","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6306073902,-75.1060634247&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Imagery available","Tue Dec 16 07:40:26 UTC 2014"
"3OID399FXG7CWK11GVVXCGP2PY9FDW","40.6434172896","-75.0722591479","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6434172896,-75.0722591479&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has narrow shoulder::On Both sides of Road","Tue Dec 16 07:40:46 UTC 2014"
"3087LXLJ6MGIX0074J72X95JV9YF01","40.6582149531","-75.1042899174","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6582149531,-75.1042899174&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has narrow shoulder::On Left side of Road","Tue Dec 16 07:39:34 UTC 2014"
"3K3IX1W4S6RQPQNJAO00Y9V061YPA6","40.6159414937","-75.0390998131","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6159414937,-75.0390998131&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has narrow shoulder::On Right side of Road","Tue Dec 16 07:38:49 UTC 2014"
"3UEDKCTP9VQ7VXS5QTJ8S17BBJN7KX","40.6111369889","-75.0805534133","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6111369889,-75.0805534133&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Imagery available","Tue Dec 16 07:39:20 UTC 2014"
"3G5RUKN2EC3CHM112398YPFL04F9NF","40.6647046232","-75.0761408372","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6647046232,-75.0761408372&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has narrow shoulder::On Right side of Road","Tue Dec 16 07:40:17 UTC 2014"
"3DA79LNS59VOXXH5IQUAGBIRPUR3TT","40.6455541391","-75.1000655","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6455541391,-75.1000655&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Imagery available","Tue Dec 16 07:39:50 UTC 2014"
"3WPCIUYH1A8MFPJ2BF0MTK43G7GTDH","40.6530952763","-75.0850628263","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6530952763,-75.0850628263&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 07:38:59 UTC 2014"
"3HJ1EVZS2OJBHI4DE1PFGWH919U3RG","40.6707539936","-75.10549896","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6707539936,-75.10549896&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has wide shoulder::On Right side of Road","Tue Dec 16 07:38:32 UTC 2014"
"33NOQL7T9OZ6K6WA0ZEOTGRJQC5Z8X","40.6476804784","-75.0564382153","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6476804784,-75.0564382153&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Imagery available","Tue Dec 16 07:40:22 UTC 2014"
"3ZLW647WALVUDYNSZBAEFO91PHF231","40.6449593377","-75.0644405867","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6449593377,-75.0644405867&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Imagery available","Tue Dec 16 07:38:37 UTC 2014"
"34ZTTGSNJXOQZPWCG7PHF08EOS9HQZ","40.6616788469","-75.056067814","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6616788469,-75.056067814&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1V6P1ZE6Q8YEW","Has narrow shoulder::On Both sides of Road","Tue Dec 16 07:39:02 UTC 2014"
"3YGE63DIN8XK8MM2U8H21XRJQCPW0H","40.6231249817","-75.094573919","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6231249817,-75.094573919&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Imagery available","Tue Dec 16 07:40:02 UTC 2014"
"3MGHRFQY2LPOXRH299ZQMUCZ1KP0YK","40.6723119334","-75.0603541254","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6723119334,-75.0603541254&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Imagery available","Tue Dec 16 07:39:07 UTC 2014"
"3TCFMTM8HEOY3V9DC7WVRVU4RX0127","40.6531418924","-75.1012419337","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6531418924,-75.1012419337&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has narrow shoulder::On Left side of Road","Tue Dec 16 07:39:27 UTC 2014"
"388CL5C1RJNF8SGZO2HLYE9KEMMHLA","40.6601761288","-75.0637563149","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6601761288,-75.0637563149&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has narrow shoulder::On Left side of Road","Tue Dec 16 07:40:09 UTC 2014"
"3IVKZBIBJ092C5BP8BEMA0NF6GVHSP","40.6619951002","-75.0475000421","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6619951002,-75.0475000421&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Sidewalk/Shoulder::On Left side of Road","Tue Dec 16 07:39:59 UTC 2014"
"3R15W654VDTSLLF27S4F7S1L59KQLH","40.62086982","-75.1139476644","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.62086982,-75.1139476644&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1V6P1ZE6Q8YEW","No Imagery available","Tue Dec 16 07:39:26 UTC 2014"
"32K26U12DNO1SHNRGA01U2SODSVVDY","40.6251339607","-75.0391589152","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6251339607,-75.0391589152&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1NM7ZPZ3NH412","Has narrow shoulder::On Both sides of Road","Tue Dec 16 07:40:43 UTC 2014"
"3BVS8WK9Q0V3RE5737ACKNEU25PIBJ","40.6531395395","-75.1197650117","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6531395395,-75.1197650117&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1NM7ZPZ3NH412","No Sidewalk/Shoulder::On Left side of Road","Tue Dec 16 07:40:55 UTC 2014"
"3V8JSVE8YYQNOHWWHGY57JE3VLYEYJ","40.6129934703","-75.0417589261","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6129934703,-75.0417589261&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has narrow shoulder::On Right side of Road","Tue Dec 16 07:39:47 UTC 2014"
"3HUR21WDDUPWUHNDCLOXV8ZABR9XYB","40.6723633735","-75.0604912083","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6723633735,-75.0604912083&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Imagery available","Tue Dec 16 07:41:01 UTC 2014"
"3X0EMNLXEPPAHEQHLJRWUW9DRBYVPC","40.662574315","-75.0431538131","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.662574315,-75.0431538131&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A1NM7ZPZ3NH412","Has wide shoulder::On Both sides of Road","Tue Dec 16 07:40:36 UTC 2014"
"3ZRKL6Z1E83OC9GEO5W4P0BERGHSG0","40.6711422896","-75.1060365118","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6711422896,-75.1060365118&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has wide shoulder::On Right side of Road","Tue Dec 16 07:40:39 UTC 2014"
"3A3KKYU7P3HHB0T9JD40ZUYWTFQMWI","40.6307241249","-75.0951858208","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6307241249,-75.0951858208&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","No Imagery available","Tue Dec 16 07:41:05 UTC 2014"
"3TTPFEFXCTKXP7DS1YBJ9VRNORY6HS","40.6557869652","-75.0894099536","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6557869652,-75.0894099536&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has narrow shoulder::On Right side of Road","Tue Dec 16 07:40:56 UTC 2014"
"3W0XM68YZPVTKBD31D2ZRRGY8XN1KU","40.6751879556","-75.0873019669","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6751879556,-75.0873019669&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Imagery available","Tue Dec 16 07:40:31 UTC 2014"
"3909MD9T2ZHHOQF1CQ6HIY7NPA9EFN","40.6120439321","-75.0617009695","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6120439321,-75.0617009695&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has narrow shoulder::On Both sides of Road","Tue Dec 16 07:41:41 UTC 2014"
"3YD0MU1NC211JKJJE26JYN4F67T7AI","40.6606370952","-75.0744938444","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6606370952,-75.0744938444&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has wide shoulder::On Left side of Road","Tue Dec 16 07:41:29 UTC 2014"
"366FYU4PTGPS4C7FD1XEYBZSX6QKEV","40.6603298639","-75.0798985015","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6603298639,-75.0798985015&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A2V3P1XE33NYC3","Has wide shoulder::On Both sides of Road","Tue Dec 16 07:41:16 UTC 2014"
"3V0TR1NRVA240X10C48CVBK5F53A41","40.6647149809","-75.1210989235","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6647149809,-75.1210989235&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has wide shoulder::On Right side of Road","Tue Dec 16 07:41:52 UTC 2014"
"3D5G8J4N5A4896JO200GZ6AAGEKTVG","40.6430349661","-75.0679909731","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6430349661,-75.0679909731&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","AIQ1I6ODSIO56","Has narrow shoulder::On Both sides of Road","Tue Dec 16 07:42:49 UTC 2014"
"32FESTC2NHQRAASDBOVLEA8NELCCUS","40.660017555","-75.0709454422","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.660017555,-75.0709454422&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","AIQ1I6ODSIO56","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 07:43:04 UTC 2014"
"3MIVREZQVHYH1FXKMSSESSO6G9EQKD","40.6694471658","-75.0979223892","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6694471658,-75.0979223892&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has narrow shoulder::On Both sides of Road","Tue Dec 16 07:43:34 UTC 2014"
"302U8RURJZ1AETE454E4Q74IRWXVNG","40.6519192724","-75.035771009","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6519192724,-75.035771009&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has wide shoulder::On Right side of Road","Tue Dec 16 07:42:54 UTC 2014"
"37VUR2VJ6APB1D1F90L1383Q3OD1CG","40.6389609693","-75.0368169175","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6389609693,-75.0368169175&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Imagery available","Tue Dec 16 07:42:45 UTC 2014"
"3CMIQF80GNQA20CVKOYDI9JOFEU6QO","40.6196177842","-75.0447043919","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6196177842,-75.0447043919&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has narrow shoulder::On Both sides of Road","Tue Dec 16 07:43:21 UTC 2014"
"3X2LT8FDHWI2QBR5PCUHUCX19A1W84","40.6175769814","-75.0865999335","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6175769814,-75.0865999335&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Imagery available","Tue Dec 16 07:43:59 UTC 2014"
"3LEG2HW4UFNPTA3LJ6BGGXYYS7IF2L","40.6343749629","-75.1035019153","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6343749629,-75.1035019153&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Imagery available","Tue Dec 16 07:43:26 UTC 2014"
"3ZQA3IO31BRCA2YIZ5USY8X7S2X1OE","40.6527729833","-75.0879839679","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6527729833,-75.0879839679&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","Has Sidewalk::Unsure Which Side","Tue Dec 16 07:43:12 UTC 2014"
"3X52SWXE0X542EHI6OAMWYTKZ1NCWR","40.6181859707","-75.1183419041","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6181859707,-75.1183419041&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3097HLQB9BMWS","No Imagery available","Tue Dec 16 07:45:31 UTC 2014"
"3YCT0L9OMM9UM1X0B99ZFKKBSS5NS5","40.6646041786","-75.117294571","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6646041786,-75.117294571&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3HB9PPUZU565U","No Sidewalk/Shoulder::On Both sides of Road","Tue Dec 16 07:46:35 UTC 2014"
"3RHLQY6EDT42Y44CWEZELCSB0804DX","40.633054059","-75.0800309958","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.633054059,-75.0800309958&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A11KMASRERFP0V","No Imagery available","Tue Dec 16 07:44:02 UTC 2014"
"3XDSWAMB22SZIHLWUFBG49BYB06CQN","40.6517280776","-75.1174266736","http://maps.googleapis.com/maps/api/streetview?size=600x400&location=40.6517280776,-75.1174266736&fov=120&heading=235&pitch=10&api=AIzaSyAayOw3zE32mgMeW_BkZHo1XxivwxZ9bO8","A3097HLQB9BMWS","Has narrow shoulder::On Both sides of Road","Tue Dec 16 07:46:17 UTC 2014"
